"Time","addons","alertmanagerconfigs","amazonec2configs","amazonec2machines","amazonec2machinetemplates","apiservices","apprevisions","apps","authconfigs","azureconfigs","azuremachines","azuremachinetemplates","bundledeployments","bundlenamespacemappings","catalogs","catalogtemplates","catalogtemplateversions","certificatesigningrequests","ciliumclusterwidenetworkpolicies","ciliumnetworkpolicies","ciliumnodes","cisbenchmarkversions","cisconfigs","clusteralertgroups","clusteralertrules","clusteralerts","clustercatalogs","clustermonitorgraphs","clusterregistrationtokens","clusterrolebindings","clusterroles","clusterroletemplatebindings","clusters","clusterscans","clustertemplaterevisions","clustertemplates","componentstatuses","composeconfigs","configmaps","contents","controllerrevisions","cronjobs","csidrivers","csinodes","csistoragecapacities","custommachines","customresourcedefinitions","daemonsets","deployments","digitaloceanconfigs","digitaloceanmachines","digitaloceanmachinetemplates","dynamicschemas","endpoints","endpointslices","etcdbackups","etcdsnapshots","events","fleetworkspaces","flowschemas","globaldnses","globaldnsproviders","globalrolebindings","globalroles","groupmembers","groups","harvesterconfigs","harvestermachines","harvestermachinetemplates","helmchartconfigs","helmcharts","horizontalpodautoscalers","ingressclasses","ingresses","ingressroutes","ingressroutetcps","ingressrouteudps","jobs","kontainerdrivers","kubearmorhostpolicies","kubearmorpolicies","leases","limitranges","linodeconfigs","linodemachines","linodemachinetemplates","managedcharts","middlewares","middlewaretcps","monitormetrics","multiclusterapprevisions","multiclusterapps","mutatingwebhookconfigurations","namespaces","navlinks","networkpolicies","nodedrivers","nodepools","nodes","nodetemplates","notifiers","persistentvolumeclaims","persistentvolumes","poddisruptionbudgets","podmonitors","pods","podsecuritypolicies","podsecuritypolicytemplateprojectbindings","podsecuritypolicytemplates","podtemplates","priorityclasses","prioritylevelconfigurations","probes","projectalertgroups","projectalertrules","projectalerts","projectcatalogs","projectmonitorgraphs","projectnetworkpolicies","projectroletemplatebindings","projects","prometheusrules","rancherusernotifications","replicasets","replicationcontrollers","resourcequotas","rkeaddons","rkebootstraps","rkebootstraptemplates","rkeclusters","rkecontrolplanes","rkek8sserviceoptions","rkek8ssystemimages","rolebindings","roles","roletemplates","runtimeclasses","samltokens","secrets","serverstransports","serviceaccounts","servicemonitors","services","statefulsets","storageclasses","templatecontents","templates","templateversions","thanosrulers","tlsoptions","tlsstores","tokens","tracingpolicies","traefikservices","userattributes","users","validatingwebhookconfigurations","vmwarevsphereconfigs","vmwarevspheremachines","vmwarevspheremachinetemplates","volumeattachments","{__name__=""cluster_quantile:apiserver_request_duration_seconds:histogram_quantile"", quantile=""0.99"", verb=""read""}"
2023-03-14 04:00:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0977,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 04:10:00,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0978,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0948,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495
2023-03-14 04:20:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0971,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 04:30:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0976,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 04:40:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0977,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 04:50:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0876,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 05:00:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0878,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 05:10:00,,,,,,,,,,,,,0.0495,,0.0495,,,,0.0495,0.0495,,,,,,,0.0495,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0853,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 05:20:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0908,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 05:30:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0852,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 05:40:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0876,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 05:50:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0752,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 06:00:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0877,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 06:10:00,,,,,,,,,,,,,0.0495,,0.0495,,,,0.0495,0.0495,,,,,,,0.0495,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0630,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 06:20:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0815,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 06:30:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0815,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 06:40:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0498,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 06:50:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0755,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 07:00:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 07:10:00,,,,,,,,,,,,,0.0495,,0.0495,,,,0.0495,0.0495,,,,,,,0.0495,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0627,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 07:20:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0753,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 07:30:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0815,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 07:40:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0815,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 07:50:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0755,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 08:00:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0877,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 08:10:00,,,,,,,,,,,,,0.0495,,0.0495,,,,0.0495,0.0495,,,,,,,0.0495,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0877,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 08:20:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0753,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 08:30:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0498,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 08:40:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0876,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 08:50:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0755,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 09:00:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0635,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 09:10:00,,,,,,,,,,,,,0.0495,,0.0495,,,,0.0495,0.0495,,,,,,,0.0495,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0752,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 09:20:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0752,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 09:30:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0632,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 09:40:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0755,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 09:50:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0632,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 10:00:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0968,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 10:10:00,,,,,,,,,,,,,0.0495,,0.0495,,,,0.0495,0.0495,,,,,,,0.0495,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0970,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 10:20:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0978,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 10:30:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0975,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 10:40:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0970,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 10:50:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0979,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 11:00:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0974,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 11:10:00,,,,,,,,,,,,,0.0495,,0.0495,,,,0.0495,0.0495,,,,,,,0.0495,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0970,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 11:20:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0975,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 11:30:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0975,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 11:40:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,0.0495,0.0495,,,,,,,,0.0495,0.0495,,,,,,,,,0.0495,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,0.0495,,,0.0974,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,0.0495,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 11:50:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0978,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
2023-03-14 12:00:00,,,,,,,,,,,,,0.0495,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,0.0495,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,0.0495,,,,,0.0972,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,,,,,,,,,,,,,0.0495,,,,0.0495,,,,,,,,,,,,,0.0495,,,,,,0.0495
